PM2.5,co2,no2,so2,o3
27,4709,103,94,230
29,5434,267,202,175
34,6841,9,174,15
14,2054,26,200,34
11,1263,256,263,65
14,6484,186,162,241
13,6524,8,194,155
18,6565,67,44,21
24,6548,57,117,182
34,987,214,117,30
10,5654,72,32,244
14,4103,163,236,223
37,3369,248,111,212
19,4590,79,377,38
39,3496,297,353,108
13,1500,63,134,169
44,3000,11,134,94
28,222,69,257,188
29,330,7,139,110
6,6112,19,129,72
46,5714,222,15,64
12,5979,159,272,64
27,661,139,251,86
38,1294,270,99,162
11,1405,67,236,221
44,5967,275,356,82
26,4485,194,111,112
22,1990,268,284,156
37,1766,243,110,75
44,2881,198,133,163
22,4224,229,122,82
33,2821,38,230,25
35,2383,253,309,238
43,611,80,162,234
35,327,91,81,53
22,5944,133,388,175
47,1315,188,162,25
20,5634,114,358,28
16,6976,42,84,71
31,3029,87,193,60
34,4513,191,78,180
33,819,131,30,196
38,1808,145,349,224
10,3810,53,275,74
28,1123,170,238,62
40,2988,227,380,176
48,4304,86,218,125
13,3900,167,94,98
24,2510,5,343,222
29,2413,250,260,147
10,3279,256,134,215
31,6659,134,3,183
14,489,147,265,53
21,6302,56,304,48
28,3826,300,175,221
37,4291,204,169,102
21,5359,200,131,209
47,4878,20,129,111
35,4457,74,165,152
25,2109,289,232,141
15,2004,71,268,12
19,5586,93,207,79
16,3879,176,267,226
30,6105,238,350,130
33,3295,135,151,61
48,4290,228,180,188
32,1204,12,73,129
39,6356,182,23,109
29,922,158,45,60
15,2307,55,31,102
43,5422,121,347,240
14,4504,244,352,186
13,6787,252,351,176
20,3096,53,63,122
46,1729,168,170,75
6,3879,226,38,86
33,4048,254,379,207
41,6133,126,89,140
11,5350,21,219,169
38,5350,69,63,56
19,2315,173,353,107
10,1227,299,2,164
48,5356,88,396,50
17,5541,57,144,183
31,1580,271,67,242
8,3560,53,255,209
41,2197,264,238,131
47,5035,123,62,152
34,3254,44,24,34
47,5678,41,25,88
25,3097,109,277,160
38,958,164,316,153
34,2285,174,352,173
46,2159,6,285,32
45,4219,220,125,64
17,567,189,305,217
30,1063,30,179,118
38,546,184,238,34
18,5945,209,331,143
42,5978,81,6,216
7,1745,19,231,126
5,5339,76,294,225
6,4123,55,320,53
24,1715,101,84,162
21,4882,6,173,225
8,6601,260,143,201
31,6747,193,14,203
10,4164,236,195,248
35,4348,47,323,114
22,4121,194,377,165
9,6887,178,269,247
8,5192,214,121,138
40,3726,129,186,225
31,1954,208,286,70
33,4840,32,229,199
16,2483,238,296,224
48,5667,43,116,76
15,2325,275,55,159
13,1946,135,105,228
23,5920,77,141,216
3,2081,165,330,219
36,2737,199,320,146
19,6533,68,301,97
41,622,49,375,63
26,5166,119,101,238
3,5537,224,27,49
9,5377,202,193,75
3,3271,151,48,121
3,5906,7,87,182
34,2635,208,139,238
32,4177,42,62,113
39,4942,23,262,62
43,4815,297,216,52
45,4728,25,355,92
48,4482,183,77,227
20,3709,35,86,247
18,4497,264,175,85
12,5365,100,270,93
4,1905,40,271,229
23,1181,71,95,56
31,2371,110,10,148
19,2356,233,387,126
25,5800,181,386,142
26,5382,26,63,62
24,6531,228,103,152
17,3426,163,208,76
14,4269,211,19,95
12,2979,252,271,136
17,4915,13,29,196
37,4616,121,363,192
13,1251,254,308,80
29,6314,196,189,10
31,1282,213,27,235
36,214,129,78,104
33,1671,70,96,131
4,6980,164,140,131
14,567,65,72,158
24,5516,189,66,182
48,6804,5,307,71
17,1311,278,192,222
11,3603,72,249,152
30,1640,56,219,77
38,6270,131,265,210
37,488,169,282,66
9,4977,82,139,30
27,1549,62,299,168
29,6860,45,332,216
18,5554,269,197,67
42,1967,178,346,15
34,2711,18,189,243
33,4526,99,163,218
27,2758,285,55,80
4,446,75,284,103
3,3074,205,89,154
25,2548,101,207,34
45,1378,271,128,237
25,498,294,325,91
23,696,121,224,153
16,4622,229,224,77
24,2203,19,86,201
11,1258,225,79,130
34,3168,282,311,193
7,4836,160,310,203
38,5961,14,333,17
29,1563,227,254,142
27,5866,194,209,59
6,5287,269,310,71
6,6033,250,343,62
4,1562,89,240,11
22,5601,31,143,161
34,3837,193,104,74
20,4828,150,176,188
35,4956,135,257,139
3,1660,115,138,125
4,5085,29,225,90
23,3113,115,339,108
12,5768,66,147,19
20,5330,298,221,107
9,3829,132,61,250
5,1697,215,219,233
23,5337,290,226,84
27,1995,162,379,21
16,4783,187,297,193
11,2507,152,98,249
32,5252,204,103,38
24,618,228,282,227
38,4784,123,283,56
31,5491,189,232,218
29,3226,198,284,60
44,1612,262,23,154
19,5185,73,271,78
15,1618,219,265,247
15,4000,26,214,225
41,3518,117,97,108
39,6677,107,115,102
12,6743,174,350,65
13,3917,147,393,174
27,6321,237,98,178
12,5432,237,102,208
29,4271,126,318,128
34,3606,14,229,85
13,2545,217,336,108
41,6563,275,263,37
18,215,291,397,206
33,1284,50,259,98
7,5905,215,14,175
45,4931,271,148,178
5,4791,32,329,191
31,3479,190,162,160
26,1205,184,226,29
22,3314,67,71,131
45,2045,197,78,55
3,1938,72,60,132
21,5582,76,126,46
18,2075,165,259,134
22,6071,59,101,39
12,2082,73,54,94
12,2618,51,98,226
18,5728,223,355,179
45,330,264,191,203
21,6933,86,382,75
47,2087,263,26,33
37,2535,214,242,104
19,2191,208,142,180
3,2431,38,311,16
17,4532,148,12,227
13,5016,298,167,182
6,6368,292,106,248
40,1378,260,270,207
14,6062,166,184,68
33,2874,46,209,67
27,4019,102,319,48
12,1640,263,339,183
11,2982,53,62,32
7,6131,259,73,231
20,5181,202,311,139
13,4716,203,202,93
34,3452,80,50,114
40,2384,181,55,137
32,4655,231,234,90
28,4251,89,237,59
44,3783,224,298,119
14,1626,240,20,32
37,6510,262,176,218
25,3298,48,22,183
9,5922,29,358,153
7,2890,39,114,171
38,4500,152,130,187
11,1040,95,353,242
43,1229,193,53,63
8,3171,154,177,70
25,5714,192,359,209
27,726,60,276,240
45,4691,236,133,80
34,1748,27,157,87
43,1449,117,156,141
3,1353,41,144,217
46,4748,54,20,187
21,4753,204,162,244
29,6281,80,94,245
21,6124,212,195,91
28,5812,73,123,152
37,5210,261,395,111
25,364,240,160,244
9,6907,31,164,80
32,4810,78,376,192
22,1951,175,193,89
26,4587,280,59,167
47,1106,43,263,226
19,708,33,342,156
44,4318,152,137,231
25,2284,217,347,147
11,6893,265,115,87
8,4710,232,141,206
35,5544,187,312,133
38,4398,185,364,44
27,219,81,163,165
24,5957,102,88,129
14,3956,139,184,159
16,3214,30,211,119
23,6552,235,327,172
19,2195,28,76,116
41,6698,166,325,214
14,1346,14,67,127
34,4496,153,345,21
4,5659,25,155,184
4,4589,264,226,202
22,6839,227,181,223
24,457,145,95,31
22,3188,204,160,34
18,4868,289,207,13
18,3103,109,238,214
10,4239,170,249,173
40,5107,97,177,17
27,1225,124,113,145
27,827,124,391,87
36,2348,142,398,61
8,5246,97,115,237
8,6328,159,310,24
46,4241,13,167,225
8,2701,133,39,69
26,6170,35,11,56
43,4276,9,367,240
35,572,37,256,118
30,6469,104,231,109
37,6940,31,230,58
29,6673,91,274,70
45,3343,147,68,16
23,4945,39,361,168
34,6214,32,286,62
24,2365,124,334,231
12,5565,168,293,201
29,1124,90,210,66
22,4269,261,215,210
16,4480,101,289,205
34,3803,256,66,204
31,6645,283,141,157
7,2345,226,72,159
34,6492,274,17,133
39,4808,257,6,31
19,2877,75,13,153
8,6730,209,112,75
31,5585,35,332,243
5,3461,32,143,53
45,4949,35,235,28
40,991,100,338,26
10,387,95,111,45
27,5303,201,45,54
37,1738,83,256,183
29,5856,84,228,159
24,2949,85,208,201
16,3510,99,394,221
46,6523,117,351,146
5,2851,19,208,116
43,1220,181,161,51
6,1420,177,197,90
46,3591,73,220,235
42,4367,147,380,167
28,5966,265,169,199
33,3328,5,175,220
19,5365,239,52,36
47,4597,96,231,34
37,5119,262,365,44
3,4909,190,23,116
33,6089,291,57,137
11,617,64,297,77
22,1027,253,107,96
17,5251,296,285,198
10,850,172,94,208
23,2338,103,238,202
12,5526,150,329,12
23,4099,193,35,166
32,5992,214,344,21
26,1050,54,390,184
33,6958,267,125,57
29,6221,79,370,126
45,4307,162,396,130
18,3701,180,57,49
48,5128,87,40,30
38,2889,291,340,32
23,3207,134,26,122
29,1199,122,1,102
24,6174,177,224,70
16,2077,124,213,33
41,1912,204,158,79
11,4506,64,238,234
26,2767,171,43,13
41,2778,182,354,154
38,3788,265,4,18
34,6897,70,263,66
45,1533,38,192,56
46,4210,277,225,245
48,2200,272,380,239
27,4141,266,172,227
31,729,240,312,121
44,5908,23,237,203
22,2204,126,228,131
5,6318,57,198,59
44,4754,111,226,11
9,1355,222,90,91
18,2449,167,349,22
23,2610,195,200,132
44,597,157,178,242
24,6830,123,299,209
16,1508,267,107,109
30,1507,169,169,196
33,4188,67,213,151
5,3592,157,1,242
10,1801,138,85,239
19,3389,272,241,136
24,785,167,348,30
21,783,13,345,152
6,6882,285,96,129
27,1679,224,295,199
3,1313,194,178,228
48,6649,192,320,220
25,6777,172,347,69
26,4591,24,210,216
12,4063,88,400,26
8,4158,41,273,40
38,4723,162,216,181
36,661,176,189,36
12,343,144,5,154
9,3927,250,129,91
46,2927,216,264,56
13,3339,193,66,207
4,6112,142,217,14
22,2431,27,207,141
11,2541,173,357,191
43,4674,76,188,195
48,1329,52,243,195
14,3561,168,344,130
45,5689,286,72,35
45,4273,66,314,128
23,3461,243,239,75
20,1622,24,399,218
45,6637,21,97,247
30,821,39,146,183
34,1902,268,235,26
45,1957,253,50,15
29,5561,242,349,123
25,4533,237,287,160
15,541,220,201,205
7,6227,44,185,78
22,767,188,327,205
47,2450,131,101,17
25,5014,131,377,178
27,6924,205,51,119
25,2813,267,177,198
5,2179,129,67,157
36,3954,296,289,189
48,961,169,77,17
25,5243,166,322,245
44,3063,205,123,184
44,2504,202,213,154
20,6811,152,324,169
35,2280,50,283,85
48,5630,219,204,176
40,581,281,71,213
3,6683,31,313,69
30,2005,29,323,36
42,4272,196,27,218
34,3219,49,89,115
7,2165,142,226,14
4,729,33,110,105
37,1570,270,331,249
12,1839,60,42,195
32,3891,43,37,202
40,797,5,162,248
41,2377,167,277,213
32,5827,237,96,110
32,2411,186,115,36
43,4010,193,92,83
34,4580,83,308,53
17,3274,111,266,238
48,608,69,42,89
26,1389,171,277,100
9,703,83,208,100
20,6637,17,69,173
45,4673,252,282,180
20,3408,142,166,198
10,2263,90,381,206
45,3726,173,54,149
34,2514,139,349,218
21,2686,25,32,78
25,911,289,207,83
20,1225,58,16,145
3,1031,89,377,41
40,5802,105,109,145
9,2739,130,185,192
37,3991,112,128,12
5,3293,194,194,143
27,1209,68,290,72
5,1350,249,274,85
31,4807,273,257,228
43,563,110,129,54
15,2407,292,367,238
33,1556,62,135,85
38,6626,169,193,19
17,5261,207,253,89
23,6076,81,177,166
16,2878,38,335,208
17,5648,229,368,126
41,3429,94,16,23
34,5184,36,142,98
13,449,297,242,95
43,4929,270,193,45
3,3360,99,380,44
3,2307,113,267,204
4,2510,209,55,235
17,4946,117,188,168
11,1763,126,6,221
13,6780,186,4,45
14,3514,257,183,19
9,6458,226,253,126
6,1731,91,239,126
32,5994,13,186,86
43,1882,13,236,221
39,6478,138,64,60
6,445,84,69,249
24,3921,163,351,172
4,1393,268,74,239
22,1380,152,296,208
32,1929,72,139,92
18,1995,268,173,145
22,3899,237,283,60
6,1963,9,375,186
9,896,93,37,33
15,855,94,133,119
46,4772,173,309,168
12,4698,269,391,167
34,6218,176,65,127
37,6427,51,213,107
7,2869,120,368,61
42,388,62,283,143
35,357,274,44,204
12,1667,166,211,130
36,6448,162,307,140
31,1143,290,275,230
43,399,150,218,227
42,315,290,99,203
36,3348,53,180,57
15,1541,39,251,147
44,3285,218,154,189
3,4750,111,276,86
34,4372,211,238,159
10,5095,19,22,77
33,1948,186,127,184
28,4428,103,228,53
23,2012,181,135,74
20,5198,164,54,171
11,5060,79,94,91
5,1520,68,296,155
10,2446,52,108,192
41,6883,287,351,174
15,6834,206,305,184
25,231,91,389,224
41,1094,131,150,11
23,497,259,47,95
47,2774,235,26,218
44,6828,250,224,209
34,3080,172,95,240
45,4465,79,275,199
42,5407,89,227,101
47,1598,268,46,183
37,241,62,117,203
18,1286,71,58,178
42,2359,51,275,183
22,5661,49,39,146
42,5764,216,396,68
24,6026,284,375,220
14,611,272,304,237
37,2133,63,354,188
29,1175,199,153,150
5,3671,291,147,20
33,1286,73,100,150
39,1043,55,63,138
20,6298,63,326,181
16,3282,189,35,41
33,1895,259,24,140
9,6245,45,63,215
27,4288,84,221,66
9,794,9,396,153
10,3801,150,235,248
20,5098,62,385,26
20,864,272,22,164
29,3024,213,319,10
7,3791,141,368,128
27,3108,204,317,135
45,3632,81,141,11
45,5211,87,281,197
12,503,121,216,205
44,4400,70,23,69
5,519,240,129,175
28,4802,16,267,122
30,4202,167,4,52
17,4871,121,262,155
42,6280,54,398,202
46,6154,60,111,89
47,4272,32,61,74
34,1365,137,55,231
21,1894,160,60,188
17,4104,150,93,198
34,3009,156,134,114
7,462,86,312,63
29,4750,120,256,198
7,5159,217,86,107
40,3622,130,357,204
20,747,47,110,19
22,1029,297,39,147
34,2877,48,171,155
16,6548,226,97,145
31,5266,209,106,110
41,5216,167,290,155
20,3559,106,112,26
14,3064,9,268,112
10,1126,76,226,76
28,1722,11,373,241
43,4403,262,290,25
31,6602,148,127,190
20,2679,10,55,247
48,4914,166,261,94
39,6919,215,349,182
42,2497,47,379,59
30,6640,19,156,221
7,3608,203,386,91
45,4041,42,77,142
27,2166,61,291,29
8,4806,166,247,88
30,5256,124,93,143
10,2945,121,249,204
14,2432,85,62,194
31,5199,131,163,93
8,5413,164,218,89
41,5396,231,86,72
48,5672,180,360,199
24,6061,224,55,209
45,4994,242,250,36
29,2597,278,162,233
22,2011,154,378,11
24,5217,218,19,51
44,417,64,293,40
14,6560,144,40,163
35,4842,189,121,250
10,2661,274,393,88
36,4299,183,285,192
39,1470,149,211,96
36,6588,207,356,204
15,2332,189,131,211
39,3115,122,119,113
14,756,27,353,30
21,2962,210,217,179
17,2605,215,161,206
17,6658,270,148,91
18,3352,104,251,108
23,3758,201,171,114
16,1121,213,279,112
11,3913,126,51,228
8,1183,121,336,88
8,4681,152,222,10
19,676,155,256,47
10,4423,239,18,64
10,781,35,185,245
25,5417,17,113,243
37,5477,197,170,61
15,3941,180,321,23
3,2944,8,379,147
19,632,242,332,56
42,4973,233,191,162
20,1927,188,225,58
31,1108,128,63,184
21,971,290,159,192
40,738,226,102,124
31,350,70,232,212
32,6568,51,254,161
44,5086,258,8,225
45,2232,69,77,228
33,4615,222,381,141
44,4227,275,133,202
36,4747,62,138,17
18,3403,74,12,45
14,1845,297,36,92
7,5120,286,305,221
42,5875,191,251,11
36,444,135,367,30
43,1177,111,61,92
14,946,98,74,155
7,4436,160,296,165
11,5105,246,388,174
33,2529,293,355,205
34,5100,254,259,120
25,3629,184,295,199
6,1119,191,387,67
43,465,219,389,108
29,6677,167,338,188
26,873,149,225,60
11,6561,143,79,196
8,5060,207,207,115
27,5438,94,208,56
8,928,227,186,191
41,1027,199,304,122
35,5270,176,363,200
43,4589,124,191,33
42,3721,132,302,43
16,4098,48,216,21
15,4777,276,35,47
24,5610,182,17,205
28,3333,229,243,93
21,3815,289,150,82
25,595,236,336,178
38,1913,134,88,41
16,3273,268,128,124
48,3461,147,140,90
8,5324,160,287,34
29,3358,5,339,193
15,940,230,115,201
8,4560,174,45,123
25,3599,117,56,167
16,4150,146,376,43
28,2080,160,329,103
38,6762,174,300,236
33,1439,81,385,119
24,3081,116,185,167
27,690,46,342,52
6,1111,206,396,223
23,1797,137,384,116
8,696,211,151,77
20,3475,260,306,112
18,1813,157,44,162
25,685,201,91,216
31,3044,91,217,87
9,5807,148,15,161
27,3191,190,15,187
43,5356,187,397,120
24,6782,16,101,78
8,2755,128,305,163
29,2023,224,14,94
14,3391,287,236,178
28,5608,151,344,99
40,6102,244,52,138
37,4794,80,135,42
21,2516,250,305,156
28,2811,290,193,107
20,3031,98,91,53
43,3930,26,108,204
30,1783,284,122,149
48,3812,221,64,244
17,755,223,227,206
42,3317,199,199,39
44,6525,298,233,214
4,1962,58,197,151
37,5292,59,71,187
25,5623,253,386,53
26,4042,268,174,221
3,6195,240,352,72
14,4663,114,123,50
44,6031,244,280,122
14,5350,77,328,141
43,1247,54,194,150
16,498,207,259,183
9,978,192,275,22
30,1165,264,338,219
12,719,85,363,216
40,683,35,147,231
13,878,245,61,236
19,880,47,218,214
5,1419,275,298,13
26,2595,178,31,64
47,6411,109,148,107
43,386,146,344,121
41,3345,137,129,209
22,3377,207,152,73
44,6961,251,195,133
31,1369,298,238,82
14,4413,12,372,88
15,3345,11,297,60
12,4623,36,183,10
43,2810,290,134,110
34,3340,256,4,48
30,6863,127,282,111
13,4434,81,185,200
11,4378,278,354,35
33,1840,81,310,121
44,5655,295,173,79
39,2661,14,330,134
42,2322,170,339,95
26,1790,296,116,249
11,4626,166,265,185
36,2193,240,347,124
29,4334,164,2,162
33,4281,158,7,230
38,3296,214,25,13
26,5252,35,217,188
19,3091,75,105,139
21,940,190,165,174
32,5080,270,70,197
46,1696,9,378,129
39,6309,137,373,66
29,751,272,382,50
39,6714,79,353,52
3,4192,106,347,35
9,6964,31,351,108
31,5344,278,374,160
25,2751,18,102,138
35,6625,51,40,195
26,786,197,211,199
29,4583,198,259,16
14,2746,199,54,183
47,5992,38,113,192
28,4440,170,338,249
4,4544,239,363,226
45,223,22,224,211
46,986,233,45,88
10,3873,55,28,163
39,1192,206,64,222
43,4590,128,272,115
12,4793,96,40,143
44,4894,179,237,240
44,665,19,157,221
24,5090,35,45,177
36,4786,12,238,235
5,2559,177,210,194
41,431,10,293,241
36,1176,92,181,167
22,4436,213,98,200
11,1321,95,381,156
9,4726,15,235,33
33,3520,213,225,234
16,2571,247,25,13
13,6376,22,321,97
11,4981,295,257,38
35,3967,33,258,65
44,2352,82,350,102
23,4969,57,276,72
18,6182,9,67,233
22,4496,147,111,54
4,2979,159,386,43
46,5311,289,79,25
14,6899,10,211,57
11,1570,115,376,81
41,638,26,112,110
33,3483,238,81,91
42,6398,21,256,150
39,1338,294,26,91
29,5771,210,117,49
26,5464,227,356,112
10,2263,253,272,167
34,6167,82,149,91
20,1408,131,236,159
3,4583,179,314,68
12,641,239,33,122
35,3884,129,92,78
36,2025,252,368,214
4,5290,26,349,15
21,6510,105,313,182
7,5047,292,135,68
38,5756,155,239,119
32,3482,26,328,222
48,1702,127,69,237
31,1153,180,161,214
48,4898,44,99,150
28,2717,277,231,192
10,5687,195,46,30
9,4377,73,385,113
17,2475,256,138,79
19,2422,253,234,143
5,6214,35,184,61
42,1873,170,121,145
21,5533,84,201,17
48,3499,131,80,141
5,6917,180,121,166
47,4001,204,2,213
17,4818,196,197,135
19,6751,145,303,93
22,6976,200,128,33
15,397,179,32,35
31,2259,13,185,153
5,4882,23,54,19
17,2887,146,23,21
30,391,263,55,230
48,5356,122,304,34
17,4766,162,158,47
23,5286,180,356,245
43,1337,53,46,228
38,5958,77,110,93
15,5102,30,17,176
16,4202,114,207,17
33,5386,71,327,100
45,1527,250,168,226
6,1367,247,270,32
21,2174,285,141,183
29,4638,55,395,126
12,4017,152,9,110
31,6106,88,145,121
16,342,215,340,245
3,2205,91,170,52
18,3847,29,330,32
20,5433,75,283,191
25,6643,293,255,55
39,3908,203,102,205
23,5090,263,371,96
23,818,78,314,145
24,1476,169,338,12
32,628,153,231,114
35,2538,94,64,82
9,6352,81,202,213
45,2908,167,256,142
43,1497,255,37,231
45,6420,29,295,84
48,6993,264,145,136
48,6499,292,283,109
36,657,268,361,40
32,2417,299,150,116
46,5231,95,11,238
4,5274,158,74,112
31,6456,166,217,205
23,4755,37,232,158
15,248,189,188,217
24,4615,153,95,91
43,5979,97,37,224
30,5612,116,149,159
31,3065,156,231,179
40,2540,121,364,179
48,1369,22,349,213
30,4324,63,13,158
30,4716,225,235,169
20,2413,194,290,245
11,2563,282,228,15
9,3116,180,269,161
45,6895,214,323,72
9,1154,245,190,70
15,5318,49,248,21
36,6210,274,306,50
7,212,34,48,139
9,650,21,42,154
13,218,43,51,94
17,151,27,19,85
8,411,21,55,86
23,493,20,47,141
12,595,40,45,144
22,515,14,17,141
7,960,34,35,174
17,314,35,54,106
10,1026,17,31,128
20,648,33,33,166
15,632,40,45,106
5,562,43,35,137
5,534,39,42,93
23,603,17,18,147
18,663,24,17,83
5,630,23,51,109
23,539,39,49,142
7,195,26,39,180
10,752,41,48,53
11,951,26,39,121
17,253,31,36,124
16,613,16,41,149
18,792,41,37,102
19,237,15,42,104
21,1056,32,35,63
12,251,42,17,125
15,387,38,40,82
15,600,25,40,96
16,639,12,18,99
18,767,39,31,126
8,1028,30,20,139
19,1012,14,23,161
24,878,11,43,116
10,909,22,17,55
7,412,43,24,80
6,134,38,33,67
22,108,32,25,105
8,874,33,46,67
16,520,35,46,118
11,1068,35,45,170
9,1097,45,34,126
17,1035,16,48,57
24,573,24,53,114
18,1090,30,50,133
12,833,42,48,95
16,693,23,26,86
5,670,39,40,84
21,1094,20,18,122
23,120,21,42,137
21,951,19,51,147
15,956,45,19,129
19,733,33,35,162
20,141,16,31,61
22,263,14,40,169
8,977,32,26,109
20,456,18,40,164
18,698,26,41,91
20,262,40,21,118
22,516,19,31,111
18,331,30,21,119
9,1097,17,19,180
12,789,13,27,64
18,672,33,19,86
15,541,15,34,170
9,343,17,16,131
23,439,44,26,154
16,468,24,21,122
22,713,38,27,163
20,256,42,43,107
15,951,18,29,163
17,561,36,24,112
20,496,19,32,103
19,1039,32,16,55
13,815,43,28,98
22,383,24,16,65
24,417,27,50,77
10,770,44,39,156
10,981,31,41,164
7,289,33,45,164
16,768,45,29,66
7,851,34,52,122
17,446,40,34,93
5,119,38,29,162
23,842,17,20,81
20,769,37,55,70
14,544,17,46,140
9,794,24,23,175
8,488,14,50,135
18,398,32,42,57
23,1036,42,50,142
12,544,19,47,153
11,1027,10,47,85
10,1005,27,22,179
19,839,31,44,104
13,799,13,32,152
15,628,12,20,174
18,480,43,52,96
21,239,25,32,61
21,819,30,40,143
20,941,10,53,141
5,1065,10,26,155
24,524,27,17,56
11,983,28,27,174
7,488,37,41,63
18,821,45,20,156
15,209,18,45,59
17,664,29,45,51
6,819,10,41,96
9,592,40,38,93
21,968,21,21,140
20,814,33,16,179
14,536,19,48,73
5,819,29,45,97
11,414,17,31,134
10,924,16,41,167
24,143,18,26,88
6,594,26,29,82
17,956,15,54,92
10,759,11,41,171
17,643,32,55,71
16,677,16,32,156
13,654,27,53,102
21,796,13,29,150
5,781,20,20,166
14,301,20,33,149
10,144,34,39,65
13,192,41,49,63
19,549,34,22,104
17,121,41,44,175
22,785,44,28,178
23,569,29,40,180
16,1045,28,17,166
23,382,43,35,124
14,251,20,27,119
12,1030,36,32,63
17,887,43,54,86
10,459,24,23,123
10,175,31,50,168
5,612,45,40,178
19,824,23,49,109
7,679,31,45,153
10,576,40,51,100
14,790,23,30,172
10,389,19,36,99
14,705,30,25,74
14,579,44,54,81
22,616,14,50,99
5,880,24,55,158
8,964,29,47,120
14,570,28,31,155
9,493,40,29,180
22,469,23,43,102
12,692,41,32,166
9,122,37,37,170
22,321,19,55,158
21,637,44,54,115
22,469,16,21,103
23,662,39,29,177
9,859,38,39,115
7,665,14,46,138
10,112,26,52,161
21,226,28,24,117
13,726,39,18,115
7,934,44,27,170
24,1098,16,28,93
15,867,38,21,133
12,217,35,16,106
9,686,12,26,101
15,573,39,18,60
21,339,45,43,155
10,240,12,39,148
17,172,29,41,54
18,632,15,28,135
9,416,26,20,142
12,952,21,28,97
19,461,11,46,159
19,647,33,18,162
14,784,34,48,102
5,1001,26,55,102
13,489,40,37,60
21,596,16,26,75
9,981,10,43,120
11,420,19,17,131
17,757,23,27,125
6,758,17,26,77
24,274,39,52,71
12,570,39,40,161
20,151,45,32,164
21,859,45,28,148
7,704,12,54,154
23,1047,21,50,160
20,623,22,36,139
11,536,34,27,131
5,385,40,41,176
24,201,29,29,168
15,207,37,44,166
17,948,10,53,52
22,442,30,53,67
18,460,12,32,114
5,886,40,24,84
23,638,12,39,56
22,794,27,21,107
6,263,27,19,142
8,224,31,35,126
10,257,36,19,79
16,700,22,52,150
18,667,17,20,140
14,839,32,32,151
15,349,16,48,98
11,561,35,48,71
20,707,31,22,160
13,552,34,37,125
9,178,30,39,148
9,115,18,53,53
11,675,45,40,168
14,644,44,36,79
12,272,17,50,93
7,125,42,31,173
12,730,20,46,139
18,501,22,45,75
11,165,13,50,158
6,1031,30,41,175
23,1086,41,26,88
5,693,36,38,150
8,863,21,40,125
16,575,32,24,115
13,462,21,50,57
13,797,44,44,88
7,880,14,36,166
11,302,27,41,136
14,883,16,37,139
11,272,45,39,119
17,445,10,21,96
8,738,10,39,78
10,241,17,25,85
24,243,35,16,160
20,139,14,55,150
12,630,35,32,89
21,113,12,54,164
10,575,43,36,141
20,573,20,19,149
19,915,44,46,102
14,671,24,37,158
24,464,13,44,129
5,463,25,17,135
11,858,45,44,115
16,326,34,18,86
7,383,32,38,87
13,298,25,46,167
17,334,32,35,162
11,706,40,53,152
6,105,40,31,56
5,541,40,53,124
18,1050,40,18,117
23,375,10,54,165
21,294,24,22,172
20,141,25,27,147
13,337,27,49,141
8,965,22,25,148
22,668,18,47,136
13,1079,36,39,64
10,793,44,46,73
9,412,10,36,60
8,639,40,37,76
13,536,44,22,52
19,448,12,24,67
7,282,41,18,70
16,213,19,52,54
17,1052,16,31,58
7,475,42,23,51
5,336,14,55,95
10,607,13,28,136
8,450,24,36,144
22,867,43,21,110
20,512,36,22,143
9,585,13,38,108
10,219,18,22,153
15,823,11,44,87
22,899,15,22,77
10,997,36,33,103
11,793,35,40,169
21,604,19,20,91
7,755,30,44,128
15,951,14,26,160
5,239,45,19,173
19,983,26,40,140
19,272,34,51,103
8,647,41,21,64
8,1077,27,43,92
11,213,11,55,179
14,459,20,49,151
24,974,44,18,165
11,857,38,25,91
14,352,30,40,97
17,900,37,32,108
13,313,19,31,165
12,400,34,21,58
6,486,44,18,146
18,638,24,22,168
20,319,43,43,138
5,254,10,50,82
13,828,28,30,156
13,361,10,26,70
13,257,17,17,77
14,1096,13,55,168
5,264,26,53,159
23,146,19,16,79
11,963,11,44,152
19,684,33,42,59
5,1027,21,31,77
6,1000,44,27,170
21,741,15,54,154
22,872,11,31,90
16,770,43,47,100
8,227,18,48,78
15,531,33,34,67
17,180,21,29,77
23,749,30,45,128
12,660,15,17,59
8,363,19,22,84
11,978,39,25,153
7,374,27,38,151
19,122,41,17,129
24,660,25,44,75
22,1018,44,25,140
23,219,20,38,151
24,232,38,28,111
9,231,25,46,58
11,435,10,36,89
16,388,34,50,121
8,117,44,27,107
13,685,20,21,140
5,1042,39,23,178
24,820,31,21,81
7,497,10,40,92
22,814,16,29,118
5,290,32,42,67
15,942,36,36,71
17,118,44,41,166
6,293,26,54,84
6,830,10,40,116
24,335,34,20,59
17,786,36,32,130
7,303,32,21,90
8,844,43,16,137
10,952,30,52,160
15,1092,13,38,129
7,665,28,34,143
13,291,20,36,156
13,1044,26,52,75
10,587,21,21,157
18,146,19,47,56
5,1097,18,37,80
17,446,22,35,166
10,732,35,37,129
10,1064,11,43,138
20,1057,26,44,145
21,903,43,36,107
10,819,27,53,165
20,272,19,25,90
5,356,38,35,161
14,555,10,46,50
22,987,25,36,144
10,564,41,29,123
23,982,35,46,120
17,894,39,51,166
11,980,30,21,64
24,378,27,39,97
18,490,12,30,129
8,315,34,55,56
21,1052,13,32,142
5,659,31,45,137
5,987,43,54,126
13,825,44,21,92
23,657,19,48,90
19,666,43,51,106
11,1008,20,38,120
